ativo,target,janela,tecnica,data,target_pred,resultado_real,valor_obtido
VALE3-50,1.01,20,SVC,2005-03-15,1,0.0436280137772673,101330.38542327422
VALE3-50,1.01,20,SVC,2005-03-16,1,0.0619158878504673,101330.38542327422
VALE3-50,1.01,20,SVC,2005-03-17,0,-0.0887902330743617,101330.38542327422
VALE3-50,1.01,25,RNA,2005-03-04,1,-0.063157894736842,93684.2105263158
VALE3-50,1.01,25,RNA,2005-03-07,1,-0.0430570505920343,93684.2105263158
VALE3-50,1.01,25,RNA,2005-03-08,0,0.0197152245345015,93684.2105263158
VALE3-50,1.01,25,RNA,2005-03-09,1,-0.0492341356673962,93684.2105263158
VALE3-50,1.01,25,RNA,2005-03-10,1,-0.0496688741721855,89031.02126176369
VALE3-50,1.01,25,RNA,2005-03-11,1,0.0157480314960629,89031.02126176369
VALE3-50,1.01,25,RNA,2005-03-14,1,0.0191873589164786,89031.02126176369
VALE3-50,1.01,25,RNA,2005-03-15,1,0.0436280137772673,89031.02126176369
VALE3-50,1.01,25,RNA,2005-03-16,1,0.0619158878504673,94543.45598941961
VALE3-50,1.01,25,RNA,2005-03-17,0,-0.0887902330743617,94543.45598941961
VALE3-50,1.01,25,Random Forest,2005-03-04,1,-0.063157894736842,93684.2105263158
VALE3-50,1.01,25,Random Forest,2005-03-07,1,-0.0430570505920343,93684.2105263158
VALE3-50,1.01,25,Random Forest,2005-03-08,0,0.0197152245345015,93684.2105263158
VALE3-50,1.01,25,Random Forest,2005-03-09,1,-0.0492341356673962,93684.2105263158
VALE3-50,1.01,25,Random Forest,2005-03-10,1,-0.0496688741721855,89031.02126176369
VALE3-50,1.01,25,Random Forest,2005-03-11,1,0.0157480314960629,89031.02126176369
VALE3-50,1.01,25,Random Forest,2005-03-14,1,0.0191873589164786,89031.02126176369
VALE3-50,1.01,25,Random Forest,2005-03-15,1,0.0436280137772673,89031.02126176369
VALE3-50,1.01,25,Random Forest,2005-03-16,1,0.0619158878504673,94543.45598941961
VALE3-50,1.01,25,Random Forest,2005-03-17,0,-0.0887902330743617,94543.45598941961
VALE3-50,1.01,25,SVC,2005-03-04,1,-0.063157894736842,93684.2105263158
VALE3-50,1.01,25,SVC,2005-03-07,1,-0.0430570505920343,93684.2105263158
VALE3-50,1.01,25,SVC,2005-03-08,0,0.0197152245345015,93684.2105263158
VALE3-50,1.01,25,SVC,2005-03-09,1,-0.0492341356673962,93684.2105263158
VALE3-50,1.01,25,SVC,2005-03-10,1,-0.0496688741721855,89031.02126176369
VALE3-50,1.01,25,SVC,2005-03-11,1,0.0157480314960629,89031.02126176369
VALE3-50,1.01,25,SVC,2005-03-14,1,0.0191873589164786,89031.02126176369
VALE3-50,1.01,25,SVC,2005-03-15,1,0.0436280137772673,89031.02126176369
VALE3-50,1.01,25,SVC,2005-03-16,0,0.0619158878504673,89031.02126176369
VALE3-50,1.01,25,SVC,2005-03-17,0,-0.0887902330743617,81125.93613308323
VALE3-50,1.015,15,RNA,2005-02-18,1,0.1712158808933002,117121.58808933002
VALE3-50,1.015,15,RNA,2005-02-21,1,0.0907003444316876,117121.58808933002
