data,PETR4_esmble_jan_tot,PETR4_rend_decisao_esmble_jan_tot,VALE3_esmble_jan_tot,VALE3_rend_decisao_esmble_jan_tot,ITUB4_esmble_jan_tot,ITUB4_rend_decisao_esmble_jan_tot
2020-08-21,1,0.0039928307487058,1,-0.0080568808594284,0,0.01380178230813
2020-08-24,1,0.0261757045454444,1,0.0030187348178863,0,0.0384776406294061
2020-08-25,1,0.0025985787192977,0,-0.0015888216367482,0,0.0
2020-08-26,1,-0.0082285898712522,1,-0.0093740213648791,0,0.0
2020-08-27,1,-0.026851348975781,1,-0.0120749918554157,0,0.0
2020-08-28,1,-0.0238197708992099,1,0.008499519608834,0,0.0
2020-08-31,1,0.0049283624623008,0,-0.000490358460988,0,0.0
2020-09-01,1,0.0255376864539941,1,0.0099705949917978,0,0.0
2020-09-02,1,0.0074138180862491,1,0.0189604460133293,0,0.0
2020-09-03,1,0.0082860060975431,1,0.0091666511987489,1,0.0
2020-09-04,1,0.0043610867166368,0,0.0083333142570007,1,0.0051669016961326
2020-09-08,1,-0.0187528488737379,1,-0.0040000173203905,0,-0.015500771991178
2020-09-09,1,0.0124499730473134,0,0.0054999962352973,0,-0.0139109612310433
2020-09-10,0,0.0040017076265261,1,0.0,0,-0.0198728017586332
2020-09-11,0,-0.0102267689149169,0,0.0374687738172368,0,0.0
2020-09-14,1,-0.0226767419622303,0,0.0,1,0.0
2020-09-15,0,0.0045495778681457,0,0.0,0,0.0024824286948561
2020-09-16,0,0.0004548659874225,0,0.0,0,0.0020686789718615
2020-09-17,0,0.0086441367498822,1,0.0,1,-0.0140670030800361
2020-09-18,1,0.0077342517760504,0,0.0099231655476539,0,-0.0227554686904768
2020-09-21,0,0.007984915679063,0,-0.0174455789069431,0,0.0
2020-09-22,0,0.0028181219091642,1,-0.0282294704223114,0,0.0
2020-09-23,1,-0.0155002233520755,1,-0.0060528385840849,0,0.0
2020-09-24,0,-0.0272427928676447,0,0.0015077838342527,1,0.0
2020-09-25,0,0.0,1,-0.0040207746320612,0,0.0074528965558414
2020-09-28,1,0.0,1,0.0092142729808836,0,0.0477860888660909
2020-09-29,0,0.0117167618065737,1,0.004523378113839,0,0.0
2020-09-30,0,0.0208864089297715,1,0.0179023886671966,0,0.0
2020-10-01,1,0.0,1,0.0053754239665601,1,0.0
2020-10-02,1,0.0005069091512782,0,-0.0015118630055359,0,0.0429338251795015
2020-10-05,0,0.0217941959072625,1,0.0052074569765696,1,0.0
2020-10-06,1,0.0,1,0.0125986716012407,0,0.0125595282283406
2020-10-07,0,0.0024999932741638,1,0.0273926185256294,0,-0.0038977971832673
2020-10-08,1,0.0295000215226754,0,0.0188898257951769,0,0.0515375000610135
2020-10-09,0,0.0024582036760957,0,0.0,0,0.0
2020-10-13,0,-0.0103245215736802,0,0.0,0,0.0
2020-10-14,0,0.0014749552726964,0,0.0,0,0.0
2020-10-15,0,-0.0280236541756479,0,0.0,0,0.0
2020-10-16,1,0.0,0,0.0,1,0.0
2020-10-19,0,0.0273056476753331,0,0.0,1,0.0301075411962462
2020-10-20,0,0.0,1,0.0,0,0.0374149912859988
2020-10-21,0,0.0,1,0.0253041403278062,0,0.0
2020-10-22,1,0.0,0,0.0060212295457852,0,0.0
2020-10-23,0,0.0095510713799333,0,0.0123593619357174,0,0.0
2020-10-26,0,-0.0195797605679765,0,0.0053874238574911,1,0.0
2020-10-27,0,-0.0272206819110364,0,-0.0033275176170396,0,0.0026819676682813
2020-10-28,1,-0.0716333565450662,0,0.0,1,-0.0643678685411116
2020-10-29,1,0.0510037661759445,1,0.0,0,-0.0789272412907913
2020-10-30,1,0.0208985843064535,0,0.0098705366908664,0,-0.0831417711195528
2020-11-03,1,0.0199896233911515,1,0.0249190762752706,1,0.0
2020-11-04,1,0.0029985597098579,0,0.0,0,0.0094117861119756
2020-11-05,1,-0.0009994638826659,1,-0.0034766166199509,0,0.0172548972555802
2020-11-06,0,-0.0029985597098579,1,0.0107459013523243,0,0.0
2020-11-09,1,0.1339330340711809,0,0.0156447622390884,1,0.0
2020-11-10,1,0.057560589366358,0,0.0,1,0.0542495176861386
2020-11-11,0,0.000428321961582,0,0.0,1,0.0083449423655606
2020-11-12,0,-0.0226980394980826,0,0.0,1,0.003129338774113
2020-11-13,0,-0.0235545393990673,0,0.0,1,-0.0055632754264108
