Exchange Date,Close,Open,Low,High,Volume,data_adicional,ibov_status
2022-08-01,17.487866,17.77101,17.316489,17.77101,27515507.248449,0,1
2022-08-02,17.674145,17.607084,17.420806,17.763559,23511507.648849,0,1
2022-08-03,17.800815,17.659243,17.540024,17.83807,22020787.797921,0,1
2022-08-04,18.232982,17.920033,17.860424,18.307493,37054926.294507,0,1
2022-08-05,18.575735,18.247884,18.054154,18.724758,61792493.820751,0,1
2022-08-08,18.806721,18.687502,18.463968,18.843977,44747775.525222,0,1
2022-08-09,19.298497,19.402813,18.843977,19.581641,113981108.601889,0,1
2022-08-10,19.656153,19.492227,19.298497,19.745567,53312374.668763,0,1
2022-08-11,19.685957,19.842432,19.618897,19.954199,44453305.554669,0,1
2022-08-12,19.924394,19.812627,19.648702,19.96165,41740485.825951,0,1
2022-08-15,20.095771,19.626348,19.626348,20.200087,39927026.007297,0,1
2022-08-16,20.296952,20.073418,19.842432,20.378915,28561277.143872,0,1
2022-08-17,20.378915,20.177734,20.118124,20.47578,27725827.227417,0,1
2022-08-18,20.319306,20.401268,20.200087,20.505585,35887496.41125,0,1
2022-08-19,20.075511,20.196085,19.872043,20.271444,25226187.477381,0,1
2022-08-22,19.849436,19.894651,19.653504,19.924794,24244767.575523,0,1
2022-08-23,19.902187,19.856972,19.804221,20.007689,16120608.387939,0,1
2022-08-24,19.985081,19.856972,19.856972,20.083047,22219667.778033,0,1
2022-08-25,20.233764,20.052904,19.992617,20.248836,30324026.967597,0,1
2022-08-26,20.113191,20.271444,20.015225,20.452304,27477447.252255,0,1
2022-08-29,20.045368,20.000153,19.834364,20.181013,20613117.938688,0,1
2022-08-30,19.954938,20.128262,19.887115,20.271444,33415136.658486,0,1
2022-08-31,19.450036,20.090583,19.450036,20.090583,54721254.527875,0,1
2022-09-01,19.749907,19.651874,19.259741,19.764989,53337344.666266,0,1
2022-09-02,20.021383,19.870563,19.855481,20.179745,51362074.863793,0,1
2022-09-05,20.345647,20.089253,20.059088,20.534172,27206297.27937,0,1
2022-09-06,20.157122,20.134499,20.021383,20.375811,58403944.159606,0,1
2022-09-08,20.013842,20.285319,19.976137,20.360729,31202266.879773,0,1
2022-09-09,20.172204,20.134499,20.07417,20.390893,26886967.311303,0,1
2022-09-12,20.413516,20.360729,20.262696,20.602041,29390127.060987,0,1
2022-09-13,20.209909,20.270237,20.134499,20.488926,35727776.427222,0,1
2022-09-14,20.134499,20.164663,19.961055,20.277778,31815186.818481,0,1
2022-09-15,20.187286,20.081712,20.066629,20.44368,24149947.585005,0,1
2022-09-16,20.119417,20.059088,19.953514,20.262696,48143915.185608,0,1
2022-09-19,20.873518,20.066629,20.044006,20.96401,44923005.507699,0,1
2022-09-20,21.567291,20.979092,20.941387,21.612537,69137083.086292,0,1
2022-09-21,21.34106,21.567291,21.250568,21.627619,52884474.711553,0,1
2022-09-22,21.770898,21.55975,21.348601,21.868931,47887285.211271,0,1
2022-09-23,21.34106,21.41647,21.099748,21.529586,37684346.231565,0,1
2022-09-26,20.956469,21.212863,20.820731,21.250568,33634806.636519,0,1
2022-09-27,20.760402,21.099748,20.654828,21.107289,42551955.744804,0,1
2022-09-28,20.752861,20.798108,20.5945,21.11483,46126955.387304,0,1
2022-09-29,21.062043,20.707615,20.632205,21.197781,57091094.290891,0,1
2022-09-30,21.160076,20.971551,20.896141,21.220404,37191326.280867,0,1
2022-10-03,22.448627,21.724234,21.505407,22.471264,78204382.179562,0,1
2022-10-04,22.486356,22.614634,22.184526,22.795732,48099035.190096,0,1
2022-10-05,22.486356,22.539176,22.380715,22.697637,33295236.670476,0,1
2022-10-06,22.078885,22.561813,21.988336,22.591996,53624664.637534,0,1
2022-10-07,22.124159,22.03361,21.618594,22.124159,61458973.854103,0,1
2022-10-10,21.890241,22.244892,21.724234,22.290166,53141764.685824,0,1
2022-10-11,21.739326,21.807238,21.671414,21.995882,35366756.463324,0,1
2022-10-13,21.611048,21.505407,21.392221,21.860058,40532245.946775,0,1
2022-10-14,21.618594,21.694051,21.475224,22.010973,44095805.590419,0,1
2022-10-17,21.792146,21.837421,21.656323,21.958153,22369707.763029,0,1
2022-10-18,22.327895,22.109068,21.920424,22.327895,50686454.931355,0,1
2022-10-19,22.335441,22.305258,22.116614,22.456173,31150236.884976,0,1
2022-10-20,22.682546,22.486356,22.350532,22.825915,75282122.471788,0,1
