Exchange Date,Close,Open,Low,High,Volume
18-mai.-2021,"8,097317","8,204871","8,072733","8,235601",62023800.0
19-mai.-2021,"8,035857","7,943667","7,928302","8,097317",84349300.0
20-mai.-2021,"7,968251","8,035857","7,903719","8,075806",70987600.0
21-mai.-2021,"7,974397","8,014346","7,971324","8,085025",81335700.0
24-mai.-2021,"8,109609","8,075806","7,986689","8,149557",62784900.0
25-mai.-2021,"7,940594","8,137265","7,922156","8,180287",63206400.0
26-mai.-2021,"8,017419","7,962105","7,882208","8,045076",46252000.0
27-mai.-2021,"7,962105","8,014346","7,919083","8,066587",48450100.0
28-mai.-2021,"8,293988","8,051222","8,035857","8,303207",128991900.0
31-mai.-2021,"8,257112","8,284769","8,229455","8,35852",46031300.0
1-jun.-2021,"8,386177","8,41998","8,300134","8,51217",90018200.0
2-jun.-2021,"8,622797","8,404615","8,376958","8,62587",104088900.0
4-jun.-2021,"8,758009","8,622797","8,579775","8,794884",102398400.0
7-jun.-2021,"8,693476","8,758009","8,607432","8,773373",74026100.0
8-jun.-2021,"8,807176","8,6566","8,592067","8,850198",88138200.0
9-jun.-2021,"8,807176","8,825614","8,764154","8,936242",60370100.0
10-jun.-2021,"8,813322","8,859417","8,779519","8,920877",35660200.0
11-jun.-2021,"8,779519","8,850198","8,684257","8,865563",54778000.0
14-jun.-2021,"8,834833","8,880928","8,791811","9,019212",64040200.0
15-jun.-2021,"8,920877","8,899366","8,797957","8,930096",42302800.0
16-jun.-2021,"8,95468","8,936242","8,840979","9,000774",76779000.0
17-jun.-2021,"8,644308","8,914731","8,576702","8,973118",94481900.0
18-jun.-2021,"8,702695","8,604359","8,493732","8,733425",114058600.0
21-jun.-2021,"8,896293","8,727279","8,727279","8,911658",50412800.0
22-jun.-2021,"8,942388","8,911658","8,810249","8,994628",41436800.0
23-jun.-2021,"9,003847","8,988482","8,911658","9,071453",57108000.0
24-jun.-2021,"9,111402","9,062234","8,979263","9,111402",51139500.0
25-jun.-2021,"8,942388","9,123694","8,896293","9,154424",84491400.0
28-jun.-2021,"8,927023","8,966972","8,810249","8,994628",40163600.0
29-jun.-2021,"8,966972","8,939315","8,83176","8,966972",43097700.0
30-jun.-2021,"9,043796","8,920877","8,887074","9,086818",70912600.0
1-jul.-2021,"8,930096","9,139059","8,887074","9,182081",64861900.0
2-jul.-2021,"8,966972","9,003847","8,828687","9,028431",37220500.0
5-jul.-2021,"8,865563","8,914731","8,71806","8,960826",55757300.0
6-jul.-2021,"8,502951","8,819468","8,502951","8,850198",97035400.0
7-jul.-2021,"8,619724","8,650454","8,423053","8,650454",73364500.0
8-jul.-2021,"8,447637","8,41998","8,380031","8,506024",80200100.0
12-jul.-2021,"8,521389","8,475294","8,383104","8,536754",52411700.0
13-jul.-2021,"8,573629","8,469148","8,413834","8,59514",41201300.0
14-jul.-2021,"8,502951","8,635089","8,463002","8,665819",51396600.0
15-jul.-2021,"8,321645","8,447637","8,272477","8,490659",67607200.0
16-jul.-2021,"8,198725","8,367739","8,167995","8,413834",67461300.0
19-jul.-2021,"8,063514","7,980543","7,94674","8,128047",79830300.0
20-jul.-2021,"8,171068","8,048149","7,959032","8,278623",63094600.0
21-jul.-2021,"8,284769","8,232528","8,171068","8,370812",50123800.0
22-jul.-2021,"8,266331","8,297061","8,207944","8,364666",37427800.0
23-jul.-2021,"8,217163","8,327791","8,198725","8,349301",33771100.0
26-jul.-2021,"8,441491","8,217163","8,211017","8,441491",46397400.0
27-jul.-2021,"8,343155","8,404615","8,266331","8,41998",51657100.0
28-jul.-2021,"8,515243","8,429199","8,35852","8,573629",46578000.0
29-jul.-2021,"8,545973","8,5429","8,45071","8,579775",43599300.0
30-jul.-2021,"8,269404","8,48144","8,24482","8,552118",73599300.0
2-ago.-2021,"8,115755","8,35852","8,103463","8,423053",70038500.0
3-ago.-2021,"8,250966","8,10039","7,925229","8,257112",71528500.0
4-ago.-2021,"8,075806","8,158776","7,974397","8,226382",87584700.0
5-ago.-2021,"8,711914","8,834833","8,622797","8,905512",222989400.0
6-ago.-2021,"8,724206","8,758009","8,610505","8,7703",50795800.0
9-ago.-2021,"8,662746","8,588994","8,502951","8,668892",75027900.0
10-ago.-2021,"8,690403","8,696549","8,678111","8,844052",84020600.0
11-ago.-2021,"8,810249","8,653527","8,59514","8,908585",97606100.0
12-ago.-2021,"8,942388","8,807176","8,758009","8,970045",94924000.0
13-ago.-2021,"9,019212","8,930096","8,917804","9,09911",84744500.0
16-ago.-2021,"8,80103","8,973118","8,678111","8,985409",100305200.0
17-ago.-2021,"8,801002","8,739137","8,612153","8,996362",92955200.0
