ativo,target,data,melhor_precision,valor_melhor_precision,concordancia_valor
PETR4,1.02,2020-12-01,RandomForest_90,1.0,1.0
PETR4,1.01,2020-12-02,RandomForest_90,1.0,1.0
PETR4,1.02,2020-12-02,RandomForest_90,1.0,1.0
PETR4,1.015,2020-12-02,RandomForest_60,1.0,1.0
PETR4,1.02,2020-12-03,RandomForest_60,1.0,1.0
PETR4,1.015,2020-12-03,RandomForest_75,1.0,1.0
PETR4,1.01,2020-12-03,RandomForest_90,1.0,1.0
PETR4,1.02,2020-12-04,RandomForest_60,1.0,1.0
PETR4,1.015,2020-12-04,RandomForest_75,1.0,1.0
PETR4,1.01,2020-12-04,RandomForest_60,1.0,1.0
PETR4,1.02,2020-12-07,RandomForest_75,1.0,1.0
PETR4,1.015,2020-12-07,RandomForest_90,1.0,1.0
PETR4,1.01,2020-12-07,RandomForest_75,1.0,1.0
PETR4,1.02,2020-12-08,"RandomForest_60, RandomForest_75","1.0, 1.0",1.0
PETR4,1.015,2020-12-08,"RandomForest_75, RandomForest_90","1.0, 1.0",1.0
PETR4,1.01,2020-12-08,"RandomForest_75, RandomForest_90","1.0, 1.0",1.0
PETR4,1.02,2020-12-09,RandomForest_90,1.0,1.0
PETR4,1.01,2020-12-09,RandomForest_75,1.0,1.0
PETR4,1.015,2020-12-09,RandomForest_60,1.0,1.0
PETR4,1.01,2020-12-10,RandomForest_90,1.0,1.0
PETR4,1.02,2020-12-10,RandomForest_90,1.0,1.0
PETR4,1.015,2020-12-10,RandomForest_90,1.0,1.0
PETR4,1.01,2020-12-11,RandomForest_90,1.0,1.0
PETR4,1.02,2020-12-11,RandomForest_75,1.0,1.0
PETR4,1.015,2020-12-11,RandomForest_90,1.0,1.0
PETR4,1.01,2020-12-14,RandomForest_60,1.0,1.0
PETR4,1.02,2020-12-14,RandomForest_90,1.0,1.0
PETR4,1.015,2020-12-14,RandomForest_75,1.0,1.0
PETR4,1.01,2020-12-15,RandomForest_60,1.0,1.0
PETR4,1.02,2020-12-15,RandomForest_90,1.0,1.0
PETR4,1.015,2020-12-15,RandomForest_75,1.0,1.0
PETR4,1.02,2020-12-16,RandomForest_75,1.0,1.0
PETR4,1.015,2020-12-16,RandomForest_60,1.0,1.0
PETR4,1.01,2020-12-16,"RandomForest_60, RandomForest_90","1.0, 1.0",1.0
PETR4,1.015,2020-12-17,RandomForest_60,1.0,1.0
PETR4,1.01,2020-12-17,RandomForest_60,1.0,1.0
PETR4,1.02,2020-12-17,"RandomForest_75, RandomForest_90","0.0, 0.0",0.0
PETR4,1.015,2020-12-18,RandomForest_75,0.0,0.0
PETR4,1.01,2020-12-18,"RandomForest_60, RandomForest_75","0.0, 1.0",0.0
PETR4,1.02,2020-12-18,RandomForest_60,0.0,0.0
PETR4,1.015,2020-12-21,RandomForest_75,0.0,0.0
PETR4,1.01,2020-12-21,RandomForest_60,0.0,0.0
PETR4,1.02,2020-12-21,"RandomForest_75, RandomForest_90","0.0, 0.0",0.0
PETR4,1.015,2020-12-22,RandomForest_90,1.0,1.0
PETR4,1.01,2020-12-22,"RandomForest_60, RandomForest_90","1.0, 1.0",1.0
PETR4,1.02,2020-12-22,"RandomForest_75, RandomForest_90","1.0, 1.0",1.0
PETR4,1.01,2020-12-23,RandomForest_75,1.0,1.0
PETR4,1.02,2020-12-23,RandomForest_75,0.0,0.0
PETR4,1.015,2020-12-23,RandomForest_90,1.0,1.0
PETR4,1.02,2020-12-28,RandomForest_75,0.0,0.0
PETR4,1.01,2020-12-28,RandomForest_60,1.0,1.0
PETR4,1.015,2020-12-28,RandomForest_90,1.0,1.0
PETR4,1.02,2020-12-29,RandomForest_75,1.0,1.0
PETR4,1.01,2020-12-29,RandomForest_90,0.0,0.0
PETR4,1.015,2020-12-29,RandomForest_90,1.0,1.0
PETR4,1.01,2020-12-30,RandomForest_90,1.0,1.0
PETR4,1.015,2020-12-30,"RandomForest_60, RandomForest_90","1.0, 1.0",1.0
PETR4,1.02,2020-12-30,"RandomForest_75, RandomForest_90","1.0, 1.0",1.0
PETR4,1.015,2021-01-04,RandomForest_90,1.0,1.0
PETR4,1.02,2021-01-04,RandomForest_60,1.0,1.0
PETR4,1.01,2021-01-04,RandomForest_60,1.0,1.0
PETR4,1.015,2021-01-05,RandomForest_90,1.0,1.0
PETR4,1.02,2021-01-05,RandomForest_75,1.0,1.0
PETR4,1.01,2021-01-05,"RandomForest_60, RandomForest_75","1.0, 1.0",1.0
PETR4,1.015,2021-01-06,RandomForest_90,0.0,0.0
PETR4,1.01,2021-01-06,RandomForest_90,1.0,1.0
PETR4,1.02,2021-01-06,RandomForest_75,0.0,0.0
PETR4,1.01,2021-01-07,RandomForest_60,1.0,1.0
PETR4,1.02,2021-01-07,RandomForest_60,1.0,1.0
PETR4,1.015,2021-01-07,RandomForest_90,1.0,1.0
PETR4,1.01,2021-01-08,RandomForest_60,1.0,1.0
PETR4,1.02,2021-01-08,RandomForest_60,1.0,1.0
PETR4,1.015,2021-01-08,RandomForest_90,1.0,1.0
PETR4,1.01,2021-01-11,RandomForest_60,1.0,1.0
PETR4,1.02,2021-01-11,RandomForest_60,0.0,0.0
PETR4,1.015,2021-01-11,RandomForest_60,1.0,1.0
PETR4,1.01,2021-01-12,RandomForest_75,0.0,0.0
PETR4,1.02,2021-01-12,RandomForest_90,0.0,0.0
PETR4,1.015,2021-01-12,RandomForest_75,0.0,0.0
PETR4,1.01,2021-01-13,RandomForest_60,1.0,1.0
PETR4,1.015,2021-01-13,RandomForest_75,1.0,1.0
PETR4,1.02,2021-01-13,RandomForest_75,1.0,1.0
PETR4,1.015,2021-01-14,RandomForest_90,1.0,1.0
PETR4,1.01,2021-01-14,RandomForest_90,1.0,1.0
PETR4,1.02,2021-01-14,RandomForest_75,1.0,1.0
PETR4,1.015,2021-01-15,"RandomForest_60, RandomForest_90","1.0, 1.0",1.0
PETR4,1.01,2021-01-15,RandomForest_90,1.0,1.0
PETR4,1.02,2021-01-15,RandomForest_90,0.0,0.0
PETR4,1.015,2021-01-18,RandomForest_60,1.0,1.0
PETR4,1.01,2021-01-18,RandomForest_90,1.0,1.0
PETR4,1.02,2021-01-18,RandomForest_75,0.0,0.0
PETR4,1.015,2021-01-19,RandomForest_90,1.0,1.0
PETR4,1.01,2021-01-19,RandomForest_90,1.0,1.0
PETR4,1.02,2021-01-19,RandomForest_75,1.0,1.0
PETR4,1.01,2021-01-20,RandomForest_90,1.0,1.0
PETR4,1.02,2021-01-20,"RandomForest_60, RandomForest_90","1.0, 1.0",1.0
PETR4,1.015,2021-01-20,RandomForest_60,1.0,1.0
PETR4,1.02,2021-01-21,RandomForest_90,1.0,1.0
PETR4,1.015,2021-01-21,RandomForest_75,1.0,1.0
PETR4,1.01,2021-01-21,RandomForest_90,1.0,1.0
PETR4,1.02,2021-01-22,RandomForest_90,1.0,1.0
PETR4,1.015,2021-01-22,RandomForest_60,0.0,0.0
PETR4,1.01,2021-01-22,RandomForest_60,1.0,1.0
PETR4,1.02,2021-01-26,RandomForest_90,1.0,1.0
PETR4,1.015,2021-01-26,RandomForest_75,1.0,1.0
PETR4,1.01,2021-01-26,RandomForest_90,1.0,1.0
PETR4,1.02,2021-01-27,RandomForest_90,1.0,1.0
PETR4,1.015,2021-01-27,RandomForest_75,1.0,1.0
PETR4,1.01,2021-01-27,RandomForest_90,1.0,1.0
PETR4,1.015,2021-01-28,RandomForest_90,1.0,1.0
PETR4,1.01,2021-01-28,RandomForest_75,1.0,1.0
PETR4,1.02,2021-01-28,RandomForest_90,1.0,1.0
PETR4,1.01,2021-01-29,RandomForest_90,1.0,1.0
PETR4,1.015,2021-01-29,RandomForest_75,1.0,1.0
PETR4,1.02,2021-01-29,RandomForest_60,1.0,1.0
PETR4,1.01,2021-02-01,RandomForest_90,1.0,1.0
PETR4,1.015,2021-02-01,RandomForest_75,1.0,1.0
PETR4,1.02,2021-02-01,RandomForest_90,1.0,1.0
PETR4,1.015,2021-02-02,RandomForest_75,1.0,1.0
PETR4,1.02,2021-02-02,RandomForest_90,1.0,1.0
PETR4,1.01,2021-02-02,RandomForest_90,1.0,1.0
PETR4,1.02,2021-02-03,RandomForest_90,1.0,1.0
PETR4,1.01,2021-02-03,RandomForest_90,1.0,1.0
PETR4,1.015,2021-02-03,RandomForest_90,1.0,1.0
PETR4,1.02,2021-02-04,RandomForest_75,0.0,0.0
PETR4,1.01,2021-02-04,RandomForest_75,1.0,1.0
PETR4,1.015,2021-02-04,RandomForest_75,1.0,1.0
PETR4,1.02,2021-02-05,RandomForest_90,1.0,1.0
PETR4,1.015,2021-02-05,RandomForest_90,1.0,1.0
PETR4,1.01,2021-02-05,RandomForest_60,1.0,1.0
PETR4,1.015,2021-02-08,RandomForest_90,1.0,1.0
PETR4,1.01,2021-02-08,RandomForest_90,1.0,1.0
PETR4,1.02,2021-02-08,RandomForest_75,1.0,1.0
PETR4,1.015,2021-02-09,RandomForest_90,1.0,1.0
PETR4,1.01,2021-02-09,RandomForest_60,1.0,1.0
PETR4,1.02,2021-02-09,RandomForest_60,1.0,1.0
PETR4,1.015,2021-02-10,RandomForest_60,1.0,1.0
PETR4,1.01,2021-02-10,"RandomForest_60, RandomForest_90","1.0, 1.0",1.0
PETR4,1.02,2021-02-10,RandomForest_60,1.0,1.0
PETR4,1.015,2021-02-11,RandomForest_60,1.0,1.0
PETR4,1.01,2021-02-11,RandomForest_90,1.0,1.0
PETR4,1.02,2021-02-11,RandomForest_75,1.0,1.0
PETR4,1.015,2021-02-12,RandomForest_60,1.0,1.0
PETR4,1.02,2021-02-12,RandomForest_75,1.0,1.0
PETR4,1.01,2021-02-12,RandomForest_90,1.0,1.0
PETR4,1.02,2021-02-17,RandomForest_60,1.0,1.0
PETR4,1.015,2021-02-17,RandomForest_90,1.0,1.0
PETR4,1.01,2021-02-17,RandomForest_90,1.0,1.0
PETR4,1.02,2021-02-18,RandomForest_75,1.0,1.0
PETR4,1.015,2021-02-18,RandomForest_75,1.0,1.0
PETR4,1.01,2021-02-18,RandomForest_60,1.0,1.0
PETR4,1.02,2021-02-19,RandomForest_60,1.0,1.0
PETR4,1.015,2021-02-19,RandomForest_75,1.0,1.0
PETR4,1.01,2021-02-19,"RandomForest_60, RandomForest_75","1.0, 1.0",1.0
PETR4,1.02,2021-02-22,"RandomForest_60, RandomForest_90","1.0, 1.0",1.0
PETR4,1.015,2021-02-22,"RandomForest_75, RandomForest_90","1.0, 1.0",1.0
PETR4,1.01,2021-02-22,RandomForest_90,1.0,1.0
PETR4,1.015,2021-02-23,RandomForest_90,1.0,1.0
PETR4,1.01,2021-02-23,"RandomForest_60, RandomForest_90","1.0, 1.0",1.0
PETR4,1.02,2021-02-23,"RandomForest_75, RandomForest_90","1.0, 1.0",1.0
PETR4,1.01,2021-02-24,RandomForest_90,1.0,1.0
PETR4,1.02,2021-02-24,RandomForest_75,1.0,1.0
PETR4,1.015,2021-02-24,RandomForest_90,1.0,1.0
PETR4,1.01,2021-02-25,RandomForest_60,1.0,1.0
PETR4,1.02,2021-02-25,RandomForest_60,1.0,1.0
PETR4,1.015,2021-02-25,RandomForest_90,1.0,1.0
PETR4,1.01,2021-02-26,RandomForest_90,1.0,1.0
PETR4,1.02,2021-02-26,RandomForest_90,1.0,1.0
PETR4,1.015,2021-02-26,RandomForest_75,1.0,1.0
PETR4,1.01,2021-03-01,"RandomForest_60, RandomForest_75, RandomForest_90","1.0, 1.0, 1.0",1.0
PETR4,1.02,2021-03-01,RandomForest_75,1.0,1.0
PETR4,1.015,2021-03-01,RandomForest_75,1.0,1.0
PETR4,1.02,2021-03-02,"RandomForest_60, RandomForest_75","0.0, 0.0",0.0
PETR4,1.015,2021-03-02,RandomForest_75,0.0,0.0
PETR4,1.01,2021-03-02,"RandomForest_60, RandomForest_75, RandomForest_90","1.0, 1.0, 1.0",1.0
PETR4,1.015,2021-03-03,"RandomForest_60, RandomForest_90","0.0, 1.0",0.0
PETR4,1.02,2021-03-03,RandomForest_60,0.0,0.0
PETR4,1.01,2021-03-03,"RandomForest_60, RandomForest_75, RandomForest_90","1.0, 1.0, 1.0",1.0
PETR4,1.015,2021-03-04,RandomForest_90,1.0,1.0
PETR4,1.02,2021-03-04,RandomForest_90,1.0,1.0
PETR4,1.01,2021-03-04,"RandomForest_60, RandomForest_90","1.0, 1.0",1.0
PETR4,1.02,2021-03-05,RandomForest_60,1.0,1.0
PETR4,1.01,2021-03-05,"RandomForest_60, RandomForest_90","1.0, 1.0",1.0
PETR4,1.015,2021-03-05,RandomForest_60,1.0,1.0
PETR4,1.01,2021-03-08,"RandomForest_60, RandomForest_90","1.0, 1.0",1.0
PETR4,1.015,2021-03-08,RandomForest_75,1.0,1.0
PETR4,1.02,2021-03-08,RandomForest_75,1.0,1.0
PETR4,1.01,2021-03-09,RandomForest_75,1.0,1.0
PETR4,1.015,2021-03-09,RandomForest_75,1.0,1.0
PETR4,1.02,2021-03-09,RandomForest_90,1.0,1.0
PETR4,1.01,2021-03-10,"RandomForest_75, RandomForest_90","1.0, 1.0",1.0
PETR4,1.02,2021-03-10,RandomForest_75,1.0,1.0
PETR4,1.015,2021-03-10,RandomForest_75,1.0,1.0
PETR4,1.02,2021-03-11,RandomForest_90,1.0,1.0
PETR4,1.015,2021-03-11,RandomForest_75,1.0,1.0
PETR4,1.01,2021-03-11,RandomForest_60,1.0,1.0
PETR4,1.02,2021-03-12,RandomForest_90,1.0,1.0
PETR4,1.015,2021-03-12,RandomForest_60,1.0,1.0
PETR4,1.01,2021-03-12,"RandomForest_60, RandomForest_75, RandomForest_90","1.0, 1.0, 1.0",1.0
PETR4,1.02,2021-03-15,RandomForest_90,1.0,1.0
PETR4,1.015,2021-03-15,RandomForest_60,1.0,1.0
PETR4,1.01,2021-03-15,RandomForest_90,1.0,1.0
PETR4,1.02,2021-03-16,"RandomForest_75, RandomForest_90","1.0, 1.0",1.0
PETR4,1.015,2021-03-16,RandomForest_75,1.0,1.0
PETR4,1.01,2021-03-16,"RandomForest_60, RandomForest_75","1.0, 1.0",1.0
PETR4,1.02,2021-03-17,RandomForest_90,1.0,1.0
PETR4,1.01,2021-03-17,RandomForest_90,1.0,1.0
PETR4,1.015,2021-03-17,RandomForest_75,1.0,1.0
PETR4,1.01,2021-03-18,RandomForest_75,1.0,1.0
PETR4,1.02,2021-03-18,"RandomForest_60, RandomForest_75, RandomForest_90","1.0, 1.0, 1.0",1.0
PETR4,1.015,2021-03-18,RandomForest_60,1.0,1.0
PETR4,1.01,2021-03-19,RandomForest_90,1.0,1.0
PETR4,1.02,2021-03-19,"RandomForest_60, RandomForest_75, RandomForest_90","1.0, 1.0, 1.0",1.0
PETR4,1.015,2021-03-19,RandomForest_60,1.0,1.0
PETR4,1.01,2021-03-22,RandomForest_60,1.0,1.0
PETR4,1.02,2021-03-22,"RandomForest_60, RandomForest_75, RandomForest_90","1.0, 1.0, 1.0",1.0
PETR4,1.015,2021-03-22,RandomForest_60,1.0,1.0
PETR4,1.01,2021-03-23,RandomForest_75,1.0,1.0
PETR4,1.02,2021-03-23,"RandomForest_75, RandomForest_90","1.0, 1.0",1.0
PETR4,1.015,2021-03-23,RandomForest_90,1.0,1.0
PETR4,1.02,2021-03-24,"RandomForest_75, RandomForest_90","1.0, 1.0",1.0
PETR4,1.015,2021-03-24,RandomForest_90,1.0,1.0
PETR4,1.01,2021-03-24,RandomForest_75,1.0,1.0
PETR4,1.015,2021-03-25,RandomForest_90,1.0,1.0
PETR4,1.01,2021-03-25,RandomForest_75,1.0,1.0
PETR4,1.02,2021-03-25,"RandomForest_60, RandomForest_75, RandomForest_90","1.0, 1.0, 1.0",1.0
PETR4,1.015,2021-03-26,RandomForest_90,1.0,1.0
PETR4,1.01,2021-03-26,RandomForest_60,1.0,1.0
PETR4,1.02,2021-03-26,"RandomForest_75, RandomForest_90","1.0, 1.0",1.0
PETR4,1.015,2021-03-29,RandomForest_75,1.0,1.0
PETR4,1.01,2021-03-29,RandomForest_60,1.0,1.0
PETR4,1.02,2021-03-29,"RandomForest_75, RandomForest_90","1.0, 1.0",1.0
PETR4,1.015,2021-03-30,RandomForest_90,1.0,1.0
PETR4,1.01,2021-03-30,RandomForest_90,1.0,1.0
PETR4,1.02,2021-03-30,RandomForest_75,1.0,1.0
PETR4,1.015,2021-03-31,RandomForest_90,1.0,1.0
PETR4,1.02,2021-03-31,"RandomForest_60, RandomForest_75","1.0, 1.0",1.0
PETR4,1.01,2021-03-31,RandomForest_60,1.0,1.0
PETR4,1.02,2021-04-01,RandomForest_90,1.0,1.0
PETR4,1.01,2021-04-01,"RandomForest_60, RandomForest_90","1.0, 1.0",1.0
PETR4,1.015,2021-04-01,RandomForest_90,1.0,1.0
PETR4,1.02,2021-04-05,"RandomForest_75, RandomForest_90","1.0, 1.0",1.0
PETR4,1.01,2021-04-05,"RandomForest_60, RandomForest_90","1.0, 1.0",1.0
PETR4,1.015,2021-04-05,RandomForest_90,1.0,1.0
PETR4,1.01,2021-04-06,RandomForest_60,0.0,0.0
PETR4,1.015,2021-04-06,RandomForest_90,1.0,1.0
PETR4,1.02,2021-04-06,RandomForest_60,1.0,1.0
PETR4,1.015,2021-04-07,RandomForest_75,1.0,1.0
PETR4,1.02,2021-04-07,RandomForest_60,1.0,1.0
PETR4,1.01,2021-04-07,RandomForest_60,0.0,0.0
PETR4,1.015,2021-04-08,RandomForest_60,1.0,1.0
PETR4,1.02,2021-04-08,RandomForest_60,0.0,0.0
PETR4,1.01,2021-04-08,RandomForest_60,1.0,1.0
PETR4,1.015,2021-04-09,RandomForest_75,1.0,1.0
PETR4,1.01,2021-04-09,"RandomForest_60, RandomForest_75","1.0, 1.0",1.0
PETR4,1.02,2021-04-09,RandomForest_60,1.0,1.0
PETR4,1.01,2021-04-12,RandomForest_75,1.0,1.0
PETR4,1.02,2021-04-12,"RandomForest_60, RandomForest_75","1.0, 1.0",1.0
PETR4,1.015,2021-04-12,RandomForest_60,1.0,1.0
PETR4,1.01,2021-04-13,RandomForest_60,1.0,1.0
PETR4,1.02,2021-04-13,RandomForest_75,1.0,1.0
PETR4,1.015,2021-04-13,RandomForest_60,1.0,1.0
PETR4,1.01,2021-04-14,RandomForest_60,1.0,1.0
PETR4,1.02,2021-04-14,RandomForest_60,1.0,1.0
PETR4,1.015,2021-04-14,RandomForest_60,1.0,1.0
PETR4,1.01,2021-04-15,RandomForest_60,1.0,1.0
PETR4,1.02,2021-04-15,RNA_75,1.0,1.0
PETR4,1.015,2021-04-15,RandomForest_75,1.0,1.0
PETR4,1.01,2021-04-16,RandomForest_60,1.0,1.0
PETR4,1.015,2021-04-16,RandomForest_75,1.0,1.0
PETR4,1.02,2021-04-16,RandomForest_90,1.0,1.0
PETR4,1.015,2021-04-19,RandomForest_75,1.0,1.0
PETR4,1.01,2021-04-19,RandomForest_60,1.0,1.0
PETR4,1.02,2021-04-19,RandomForest_60,1.0,1.0
PETR4,1.015,2021-04-20,RandomForest_75,1.0,1.0
PETR4,1.01,2021-04-20,RandomForest_60,1.0,1.0
PETR4,1.02,2021-04-20,RandomForest_90,0.0,0.0
PETR4,1.015,2021-04-22,RandomForest_90,1.0,1.0
PETR4,1.01,2021-04-22,RandomForest_90,1.0,1.0
PETR4,1.02,2021-04-22,RandomForest_90,1.0,1.0
PETR4,1.015,2021-04-23,RandomForest_60,1.0,1.0
PETR4,1.01,2021-04-23,RandomForest_60,1.0,1.0
PETR4,1.02,2021-04-23,"RandomForest_75, RandomForest_90","1.0, 1.0",1.0
PETR4,1.01,2021-04-26,RandomForest_60,1.0,1.0
PETR4,1.02,2021-04-26,"RandomForest_60, RandomForest_90","1.0, 1.0",1.0
PETR4,1.015,2021-04-26,RandomForest_90,1.0,1.0
PETR4,1.02,2021-04-27,RandomForest_75,0.0,0.0
PETR4,1.015,2021-04-27,RandomForest_60,1.0,1.0
PETR4,1.01,2021-04-27,RandomForest_60,1.0,1.0
PETR4,1.02,2021-04-28,RandomForest_75,1.0,1.0
PETR4,1.015,2021-04-28,RandomForest_90,1.0,1.0
PETR4,1.01,2021-04-28,RandomForest_60,1.0,1.0
PETR4,1.02,2021-04-29,RandomForest_60,1.0,1.0
PETR4,1.015,2021-04-29,RandomForest_75,1.0,1.0
PETR4,1.01,2021-04-29,RandomForest_90,1.0,1.0
PETR4,1.02,2021-04-30,RandomForest_90,1.0,1.0
PETR4,1.015,2021-04-30,RandomForest_60,1.0,1.0
PETR4,1.01,2021-04-30,RandomForest_90,1.0,1.0
PETR4,1.015,2021-05-03,"RandomForest_60, RandomForest_90","1.0, 1.0",1.0
PETR4,1.01,2021-05-03,RandomForest_90,1.0,1.0
PETR4,1.02,2021-05-03,RandomForest_90,1.0,1.0
PETR4,1.01,2021-05-04,RandomForest_60,1.0,1.0
PETR4,1.02,2021-05-04,RandomForest_60,1.0,1.0
PETR4,1.015,2021-05-04,"RandomForest_60, RandomForest_90","1.0, 1.0",1.0
PETR4,1.01,2021-05-05,RandomForest_60,1.0,1.0
PETR4,1.02,2021-05-05,RandomForest_90,1.0,1.0
PETR4,1.015,2021-05-05,RandomForest_60,1.0,1.0
PETR4,1.01,2021-05-06,RandomForest_90,1.0,1.0
PETR4,1.02,2021-05-06,RandomForest_75,1.0,1.0
PETR4,1.015,2021-05-06,"RandomForest_60, RandomForest_90","1.0, 1.0",1.0
PETR4,1.01,2021-05-07,RandomForest_90,1.0,1.0
PETR4,1.02,2021-05-07,RandomForest_60,1.0,1.0
PETR4,1.015,2021-05-07,"RandomForest_60, RandomForest_90","1.0, 1.0",1.0
PETR4,1.02,2021-05-10,RandomForest_60,0.0,0.0
PETR4,1.015,2021-05-10,RandomForest_60,0.0,0.0
PETR4,1.01,2021-05-10,RandomForest_90,1.0,1.0
PETR4,1.015,2021-05-11,RandomForest_60,1.0,1.0
PETR4,1.01,2021-05-11,RandomForest_75,1.0,1.0
PETR4,1.02,2021-05-11,"RandomForest_75, RandomForest_90","0.0, 1.0",0.0
PETR4,1.015,2021-05-12,RandomForest_60,1.0,1.0
PETR4,1.01,2021-05-12,RandomForest_90,1.0,1.0
PETR4,1.02,2021-05-12,RandomForest_75,0.0,0.0
PETR4,1.015,2021-05-13,"RandomForest_60, RandomForest_75","1.0, 1.0",1.0
PETR4,1.01,2021-05-13,RandomForest_60,1.0,1.0
PETR4,1.02,2021-05-13,RandomForest_75,1.0,1.0
PETR4,1.015,2021-05-14,RandomForest_90,1.0,1.0
PETR4,1.01,2021-05-14,RandomForest_60,1.0,1.0
PETR4,1.02,2021-05-14,"RandomForest_60, RandomForest_75","1.0, 1.0",1.0
PETR4,1.015,2021-05-17,RandomForest_90,1.0,1.0
PETR4,1.02,2021-05-17,RandomForest_75,0.0,0.0
PETR4,1.01,2021-05-17,RandomForest_90,1.0,1.0
PETR4,1.02,2021-05-18,RandomForest_90,0.0,0.0
PETR4,1.015,2021-05-18,RandomForest_90,0.0,0.0
PETR4,1.01,2021-05-18,RandomForest_60,0.0,0.0
PETR4,1.02,2021-05-19,RandomForest_90,0.0,0.0
PETR4,1.015,2021-05-19,RandomForest_90,0.0,0.0
PETR4,1.01,2021-05-19,RandomForest_90,0.0,0.0
PETR4,1.02,2021-05-20,RandomForest_75,1.0,1.0
PETR4,1.015,2021-05-20,RandomForest_90,1.0,1.0
PETR4,1.01,2021-05-20,RandomForest_90,1.0,1.0
PETR4,1.02,2021-05-21,RandomForest_75,0.0,0.0
PETR4,1.015,2021-05-21,RandomForest_90,1.0,1.0
PETR4,1.01,2021-05-21,RandomForest_75,1.0,1.0
PETR4,1.015,2021-05-24,RandomForest_75,1.0,1.0
PETR4,1.01,2021-05-24,RandomForest_60,1.0,1.0
PETR4,1.02,2021-05-24,RandomForest_75,1.0,1.0
PETR4,1.01,2021-05-25,"RandomForest_60, RandomForest_90","1.0, 1.0",1.0
PETR4,1.02,2021-05-25,RandomForest_90,1.0,1.0
PETR4,1.015,2021-05-25,RandomForest_90,1.0,1.0
PETR4,1.01,2021-05-26,"RandomForest_60, RandomForest_75, RandomForest_90","1.0, 1.0, 1.0",1.0
PETR4,1.02,2021-05-26,"RandomForest_60, RandomForest_75","0.0, 1.0",0.0
PETR4,1.015,2021-05-26,RandomForest_75,1.0,1.0
PETR4,1.01,2021-05-27,"RandomForest_75, RandomForest_90","1.0, 1.0",1.0
PETR4,1.02,2021-05-27,RandomForest_60,1.0,1.0
PETR4,1.015,2021-05-27,RandomForest_90,1.0,1.0
PETR4,1.01,2021-05-28,RandomForest_90,1.0,1.0
PETR4,1.02,2021-05-28,"RandomForest_75, RandomForest_90","0.0, 1.0",0.0
PETR4,1.015,2021-05-28,"RandomForest_60, RandomForest_75","1.0, 1.0",1.0
PETR4,1.02,2021-05-31,"RandomForest_60, RandomForest_75","0.0, 0.0",0.0
PETR4,1.015,2021-05-31,"RandomForest_75, RandomForest_90","1.0, 1.0",1.0
PETR4,1.01,2021-05-31,"RandomForest_60, RandomForest_75","0.0, 1.0",0.0
PETR4,1.015,2021-06-01,RandomForest_90,1.0,1.0
PETR4,1.02,2021-06-01,RandomForest_90,0.0,0.0
PETR4,1.01,2021-06-01,RandomForest_75,1.0,1.0
PETR4,1.015,2021-06-02,RandomForest_60,0.0,0.0
PETR4,1.02,2021-06-02,RandomForest_90,1.0,1.0
PETR4,1.01,2021-06-02,RandomForest_75,1.0,1.0
PETR4,1.02,2021-06-04,"RandomForest_75, RandomForest_90","1.0, 1.0",1.0
PETR4,1.01,2021-06-04,RandomForest_90,1.0,1.0
PETR4,1.015,2021-06-04,RandomForest_90,1.0,1.0
PETR4,1.01,2021-06-07,RandomForest_90,1.0,1.0
PETR4,1.015,2021-06-07,RandomForest_60,1.0,1.0
PETR4,1.02,2021-06-07,RandomForest_60,1.0,1.0
PETR4,1.01,2021-06-08,RandomForest_60,1.0,1.0
PETR4,1.015,2021-06-08,RandomForest_60,1.0,1.0
PETR4,1.02,2021-06-08,RandomForest_60,1.0,1.0
PETR4,1.01,2021-06-09,"RandomForest_60, RandomForest_75","1.0, 1.0",1.0
PETR4,1.02,2021-06-09,"RandomForest_60, RandomForest_90","1.0, 1.0",1.0
PETR4,1.015,2021-06-09,"RandomForest_60, RandomForest_75","1.0, 1.0",1.0
PETR4,1.02,2021-06-10,"RandomForest_60, RandomForest_90","1.0, 1.0",1.0
PETR4,1.015,2021-06-10,RandomForest_75,1.0,1.0
PETR4,1.01,2021-06-10,"RandomForest_75, RandomForest_90","1.0, 1.0",1.0
PETR4,1.02,2021-06-11,RandomForest_60,1.0,1.0
PETR4,1.015,2021-06-11,RandomForest_75,1.0,1.0
PETR4,1.01,2021-06-11,RandomForest_60,1.0,1.0
PETR4,1.02,2021-06-14,"RandomForest_60, RandomForest_75","0.0, 0.0",0.0
PETR4,1.015,2021-06-14,RandomForest_90,1.0,1.0
PETR4,1.01,2021-06-14,RandomForest_75,1.0,1.0
PETR4,1.02,2021-06-15,"RandomForest_60, RandomForest_75","1.0, 1.0",1.0
PETR4,1.015,2021-06-15,RandomForest_75,1.0,1.0
PETR4,1.01,2021-06-15,"RandomForest_60, RandomForest_75","1.0, 1.0",1.0
PETR4,1.02,2021-06-16,RandomForest_90,0.0,0.0
PETR4,1.01,2021-06-16,"RandomForest_60, RandomForest_75, RandomForest_90","1.0, 1.0, 1.0",1.0
PETR4,1.015,2021-06-16,RandomForest_60,1.0,1.0
PETR4,1.01,2021-06-17,RandomForest_60,0.0,0.0
PETR4,1.02,2021-06-17,RandomForest_75,0.0,0.0
PETR4,1.015,2021-06-17,RandomForest_75,1.0,1.0
PETR4,1.01,2021-06-18,RandomForest_75,1.0,1.0
PETR4,1.02,2021-06-18,RandomForest_75,1.0,1.0
PETR4,1.015,2021-06-18,RandomForest_60,0.0,0.0
