ativo|target|data|Close|Open|Low|High|ln_open|ln_high|log_return|log_return_binario|esmble_jan_tot|esmble_jan_par|in_precision|compra_esmble_jan_tot|rend_decisao_esmble_jan_tot|dias_esmble_jan_tot|venda_esmble_jan_tot|compra_esmble_jan_par|rend_decisao_esmble_jan_par|dias_esmble_jan_par|venda_esmble_jan_par|compra_in_precision|rend_decisao_in_precision|dias_in_precision|venda_in_precision
VALE3|1.01|2020-08-21|37.587297|37.714199|37.170332|37.943832|3.6300366548459353|3.636106960987996|0.0060703061420608|0|1|1|1.0|38.252024|-0.008056880859428465|4.0|37.587297|38.252024|-0.008056880859428465|4.0|37.587297|38.252024|-0.008056880859428465|4.0|37.587297
VALE3|1.01|2020-08-24|38.046563|38.034477|37.611469|38.149293|3.6384930378617586|3.641507225448653|0.0030141875868938|0|1|1|1.0|38.034477|0.00301873481788635|1.0|0.0|38.034477|0.00301873481788635|1.0|0.0|38.034477|0.00301873481788635|1.0|0.0
VALE3|1.01|2020-08-25|37.236804|37.949875|36.892355|37.974047|3.6362662100285728|3.6369029527094026|0.0006367426808298|0|0|1|1.0|38.034477|-0.0015888216367482522|2.0|0.0|38.034477|-0.0015888216367482522|2.0|0.0|38.034477|-0.0015888216367482522|2.0|0.0
VALE3|1.01|2020-08-26|37.315363|37.260976|37.007171|37.677941|3.6179465591406297|3.629074803841431|0.0111282447008012|1|1|1|1.0|38.034477|-0.009374021364879172|3.0|0.0|38.034477|-0.009374021364879172|3.0|0.0|38.034477|-0.009374021364879172|3.0|0.0
VALE3|1.01|2020-08-27|36.735237|37.279105|36.457261|37.575211|3.618432982018476|3.626344551059067|0.007911569040591|0|1|1|1.0|38.034477|-0.012074991855415797|4.0|36.735237|38.034477|-0.012074991855415797|4.0|36.735237|38.034477|-0.012074991855415797|4.0|36.735237
VALE3|1.01|2020-08-28|36.92257|36.970913|36.63855|37.285148|3.6101314683428223|3.6185950704125815|0.0084636020697592|0|1|1|1.0|36.970913|0.008499519608834017|1.0|0.0|36.970913|0.008499519608834017|1.0|0.0|36.970913|0.008499519608834017|1.0|0.0
VALE3|1.01|2020-08-31|36.064467|36.92257|36.064467|36.952784|3.6088230171794873|3.6096409896168073|0.00081797243732|0|0|1|1.0|36.970913|-0.0004903584609880161|2.0|0.0|36.970913|-0.0004903584609880161|2.0|0.0|36.970913|-0.0004903584609880161|2.0|0.0
VALE3|1.01|2020-09-01|37.321406|36.433089|36.378702|37.339535|3.5954774001789955|3.6200526849026664|0.0245752847236708|1|1|1|1.0|36.970913|0.009970594991797872|3.0|0.0|36.970913|0.009970594991797872|3.0|0.0|36.970913|0.009970594991797872|3.0|0.0
VALE3|1.01|2020-09-02|37.055515|37.406008|36.451218|37.671898|3.6218313332302183|3.628914405356361|0.0070830721261421|0|1|1|1.0|36.970913|0.018960446013329336|0.0|37.34062213|36.970913|0.018960446013329336|0.0|37.34062213|36.970913|0.018960446013329336|0.0|37.34062213
VALE3|1.01|2020-09-03|35.84692|36.257843|35.562901|36.590206|3.5906557165192226|3.5997806089688065|0.0091248924495839|0|1|1|1.0|36.257843|0.009166651198748939|1.0|0.0|36.257843|0.009166651198748939|1.0|0.0|36.257843|0.009166651198748939|1.0|0.0
VALE3|1.01|2020-09-04|36.553948|36.082596|35.472256|36.559991|3.58581064382557|3.5989545004152403|0.0131438565896702|1|1|1|1.0|36.257843|0.008333314257000766|2.0|0.0|36.257843|0.008333314257000766|2.0|0.0|36.257843|0.008333314257000766|2.0|0.0
VALE3|1.01|2020-09-08|35.816705|36.010081|35.599158|36.112811|3.5837989270334276|3.586647677731733|0.0028487506983054|0|1|1|1.0|36.257843|-0.004000017320390529|3.0|0.0|36.257843|-0.004000017320390529|3.0|0.0|36.257843|-0.004000017320390529|3.0|0.0
