ativo|target|data|Close|Open|Low|High|ln_open|ln_high|log_return|log_return_binario|esmble_jan_tot|esmble_jan_par|in_precision|compra_esmble_jan_tot|rend_decisao_esmble_jan_tot|dias_esmble_jan_tot|venda_esmble_jan_tot|compra_esmble_jan_par|rend_decisao_esmble_jan_par|dias_esmble_jan_par|venda_esmble_jan_par|compra_in_precision|rend_decisao_in_precision|dias_in_precision|venda_in_precision
PETR4|1.02|2021-02-17|8.798907|8.48073|8.36476|8.80188|2.137796531004379|2.174965335030799|0.0371688040264199|1|1|1|1.0|8.48073|0.03786820238352137|0.0|8.6503446|8.48073|0.03786820238352137|0.0|8.6503446|8.48073|0.03786820238352137|0.0|8.6503446
PETR4|1.02|2021-02-18|8.703751|9.033822|8.635358|9.194396|2.2009755336953725|2.218594168024897|0.0176186343295245|0|0|1|1.0|9.033822|0.01777475801493528|1.0|0.0|9.033822|0.01777475801493528|1.0|0.0|9.033822|0.01777475801493528|1.0|0.0
PETR4|1.02|2021-02-19|8.126871|8.335024|8.079293|8.47181|2.120466395622727|2.136744181229868|0.0162777856071407|0|1|1|1.0|9.033822|-0.062211985137630675|2.0|0.0|9.033822|-0.062211985137630675|2.0|0.0|9.033822|-0.062211985137630675|2.0|0.0
PETR4|1.02|2021-02-22|6.37839|6.779827|6.363521|6.898771|1.913951585402571|1.9313432797966563|0.0173916943940855|0|1|1|1.0|9.033822|-0.23633972420532534|3.0|0.0|9.033822|-0.23633972420532534|3.0|0.0|9.033822|-0.23633972420532534|3.0|0.0
PETR4|1.02|2021-02-23|7.154501|6.854167|6.753064|7.213973|1.9248567884896988|1.9760198397518591|0.0511630512621603|1|0|1|1.0|9.033822|-0.20144840135216305|4.0|7.154501|9.033822|-0.20144840135216305|4.0|7.154501|9.033822|-0.20144840135216305|4.0|7.154501
PETR4|1.02|2021-02-24|7.255604|7.300208|7.139633|7.43402|1.987902840899108|2.006066762213115|0.0181639213140067|0|1|1|1.0|0.0|0.0|0.0|0.0|7.300208|0.018329888682623936|1.0|0.0|7.300208|0.018329888682623936|1.0|0.0
PETR4|1.02|2021-02-25|6.895797|7.43402|6.869035|7.508361|2.006066762213115|2.0160171996141756|0.0099504374010606|0|1|1|1.0|7.43402|0.010000107613377357|1.0|0.0|7.300208|0.02851329715536876|0.0|7.44621216|7.300208|0.02851329715536876|0.0|7.44621216
PETR4|1.02|2021-02-26|6.613305|6.898771|6.533017|6.96419|1.9313432797966563|1.9407813047043552|0.0094380249076988|0|0|1|1.0|7.43402|-0.0631999913909298|2.0|0.0|6.898771|0.009482703513422947|1.0|0.0|6.898771|0.009482703513422947|1.0|0.0
PETR4|1.02|2021-03-01|6.541938|6.779827|6.518149|6.851193|1.913951585402571|1.9244227976938817|0.0104712122913106|0|0|1|1.0|7.43402|-0.07839997740119074|3.0|0.0|6.898771|-0.006896590711591917|2.0|0.0|6.898771|-0.006896590711591917|2.0|0.0
PETR4|1.02|2021-03-02|6.538964|6.49436|6.146448|6.640067|1.870934107931028|1.8931220537988809|0.0221879458678528|1|0|0|0.0|7.43402|-0.1067999548023815|4.0|6.538964|6.898771|-0.037500012683418515|3.0|0.0|6.898771|-0.037500012683418515|3.0|0.0
PETR4|1.02|2021-03-03|6.301076|6.482466|6.08995|6.509228|1.8691009935268392|1.873220862398954|0.0041198688721149|0|0|1|0.0|0.0|0.0|0.0|0.0|6.898771|-0.05646556466361904|4.0|6.301076|6.898771|-0.05646556466361904|4.0|6.301076
PETR4|1.02|2021-03-04|6.607357|6.333785|6.28026|6.660882|1.8458980037449544|1.8962519082163296|0.0503539044713754|1|1|1|1.0|0.0|0.0|0.0|0.0|6.333785|0.05164321176042449|0.0|6.4604607|0.0|0.0|0.0|0.0
PETR4|1.02|2021-03-05|6.657909|6.672777|6.628173|6.904718|1.8980361151104073|1.9322049460562456|0.0341688309458383|1|0|1|1.0|6.672777|0.03475929137149345|0.0|6.80623254|6.672777|0.03475929137149345|0.0|6.80623254|6.672777|0.03475929137149345|0.0|6.80623254
PETR4|1.02|2021-03-08|6.274313|6.524096|6.232683|6.625199|1.8755023995493392|1.8908804091570113|0.0153780096076718|0|1|1|1.0|0.0|0.0|0.0|0.0|6.524096|0.015496859641550363|1.0|0.0|6.524096|0.015496859641550363|1.0|0.0
PETR4|1.02|2021-03-09|6.42002|6.351627|6.202947|6.52707|1.8487110005581815|1.8759581442776612|0.0272471437194794|1|1|1|1.0|6.351627|0.02762174164194473|0.0|6.47865954|6.524096|0.0004558485957288231|2.0|0.0|6.524096|0.0004558485957288231|2.0|0.0
PETR4|1.02|2021-03-10|6.643041|6.524096|6.417046|6.643041|1.8755023995493392|1.8935698405743395|0.0180674410250001|0|1|1|1.0|6.524096|0.0182316446600418|1.0|0.0|6.524096|0.0182316446600418|3.0|0.0|6.524096|0.0182316446600418|3.0|0.0
PETR4|1.02|2021-03-11|6.925533|6.726302|6.723328|6.985006|1.9060255126966452|1.9437658516920924|0.0377403389954471|1|1|1|1.0|6.524096|0.07064733566152309|0.0|6.65457792|6.524096|0.07064733566152309|0.0|6.65457792|6.524096|0.07064733566152309|0.0|6.65457792
