ativo,target,janela,data,target_real,resultado_real,RNA,Random Forest,SVC,ensemble_tecnicas
ITUB4,1.01,60,2021-03-31,0,-0.0440810652683939,1,1,1,1
ITUB4,1.01,60,2021-04-01,0,-0.0248537609495226,1,1,1,1
ITUB4,1.01,60,2021-04-05,0,-0.0312726944325443,0,1,1,0
ITUB4,1.01,60,2021-04-06,1,0.0122131987245313,1,1,1,1
ITUB4,1.01,60,2021-04-07,1,0.0159200435265542,1,0,1,0
ITUB4,1.01,60,2021-04-08,1,0.0588013779655249,1,1,1,1
ITUB4,1.01,60,2021-04-09,1,0.048134370322842,1,1,1,1
ITUB4,1.01,60,2021-04-12,1,0.0342288938632082,1,1,1,1
ITUB4,1.01,60,2021-04-13,1,0.0270467861948544,1,1,1,1
ITUB4,1.01,60,2021-04-14,1,0.0159074178034333,1,1,1,1
ITUB4,1.01,60,2021-04-15,1,0.0221898468426899,1,1,1,1
ITUB4,1.01,60,2021-04-16,0,-0.0125537985959441,1,1,1,1
ITUB4,1.01,60,2021-04-19,1,0.0178766828608087,1,1,1,1
ITUB4,1.01,60,2021-04-20,1,0.0134398542538851,1,1,1,1
ITUB4,1.01,60,2021-04-22,1,0.0331194064646742,1,1,1,1
ITUB4,1.01,60,2021-04-23,1,0.0267160254810165,1,1,1,1
ITUB4,1.01,60,2021-04-26,1,0.0341912483841178,1,1,1,1
ITUB4,1.01,60,2021-04-27,1,0.0301598584678914,1,1,1,1
ITUB4,1.01,60,2021-04-28,0,-0.0516478443557051,1,1,1,1
ITUB4,1.01,60,2021-04-29,1,0.0436151124843919,1,1,1,1
ITUB4,1.01,60,2021-04-30,1,0.0234657090354752,1,1,1,1
ITUB4,1.01,60,2021-05-03,0,-0.0167259863540787,1,1,1,1
ITUB4,1.01,60,2021-05-04,1,0.0498141083872087,1,1,1,1
ITUB4,1.01,60,2021-05-05,1,0.032163740569477,1,1,1,1
ITUB4,1.01,60,2021-05-06,1,0.0302809216173971,1,1,1,1
ITUB4,1.01,60,2021-05-07,1,0.0325262457639496,1,1,1,1
ITUB4,1.01,60,2021-05-10,1,0.0519105712525724,1,1,1,1
ITUB4,1.01,60,2021-05-11,1,0.0534296098273321,1,1,1,1
ITUB4,1.01,60,2021-05-12,1,0.059398724225351,1,1,1,1
ITUB4,1.01,60,2021-05-13,1,0.0205861694662883,1,1,1,1
ITUB4,1.01,60,2021-05-14,1,0.0294423161492605,1,1,1,1
ITUB4,1.01,60,2021-05-17,1,0.0319444151788737,1,1,1,1
ITUB4,1.01,60,2021-05-18,1,0.0417104757473452,1,0,1,0
ITUB4,1.01,60,2021-05-19,1,0.0181568715910158,1,1,1,1
ITUB4,1.01,60,2021-05-20,0,0.004054369766641,0,0,1,0
ITUB4,1.01,60,2021-05-21,0,-0.0108909888930758,1,1,1,1
ITUB4,1.01,60,2021-05-24,1,0.0143246709974029,1,0,1,0
ITUB4,1.01,60,2021-05-25,1,0.0292296847100561,1,1,1,1
ITUB4,1.01,60,2021-05-26,1,0.0413453622988138,1,1,1,1
ITUB4,1.01,60,2021-05-27,1,0.0944996155901241,1,1,1,1
ITUB4,1.01,60,2021-05-28,1,0.0918927009076051,1,1,1,1
