ativo,target,data,RNA_60,RNA_75,RNA_90,RandomForest_60,RandomForest_75,RandomForest_90,SVC_60,SVC_75,SVC_90,melhor_precision
VALE3,1.02,2020-11-12,0.7666666666666667,0.7866666666666666,0.7333333333333333,0.9387755102040816,1.0,0.9850746268656716,0.7666666666666667,0.7866666666666666,0.8840579710144928,RandomForest_75
VALE3,1.02,2020-11-13,0.8,0.7681159420289855,0.7647058823529411,0.9375,0.9672131147540984,1.0,0.7666666666666667,0.7866666666666666,0.8714285714285714,RandomForest_90
VALE3,1.02,2020-11-16,0.7666666666666667,0.7866666666666666,0.75,1.0,0.921875,1.0,0.7666666666666667,0.7866666666666666,0.8695652173913043,RandomForest_60 | RandomForest_90
VALE3,1.02,2020-11-17,0.7457627118644068,0.7837837837837838,0.7303370786516854,1.0,1.0,1.0,0.75,0.7733333333333333,0.7333333333333333,RandomForest_60 | RandomForest_75 | RandomForest_90
VALE3,1.02,2020-11-18,0.6923076923076923,0.76,0.7575757575757576,0.9777777777777776,0.95,1.0,0.7333333333333333,0.76,0.7333333333333333,RandomForest_90
VALE3,1.02,2020-11-19,0.7333333333333333,0.7794117647058824,0.82,1.0,1.0,1.0,0.7333333333333333,0.7466666666666667,0.7222222222222222,RandomForest_60 | RandomForest_75 | RandomForest_90
VALE3,1.02,2020-11-20,0.7288135593220338,0.7323943661971831,0.7222222222222222,1.0,0.9310344827586208,1.0,0.7333333333333333,0.7333333333333333,0.7222222222222222,RandomForest_60 | RandomForest_90
VALE3,1.02,2020-11-23,0.7333333333333333,0.7586206896551724,0.7721518987341772,1.0,0.9814814814814816,1.0,0.7333333333333333,0.72,0.984126984126984,RandomForest_60 | RandomForest_90
VALE3,1.02,2020-11-24,0.7413793103448276,0.7066666666666667,0.7111111111111111,0.9361702127659576,0.9629629629629628,0.9552238805970148,0.7333333333333333,0.7066666666666667,0.7111111111111111,RandomForest_75
VALE3,1.02,2020-11-25,0.7333333333333333,0.7027027027027027,0.7941176470588235,0.9361702127659576,0.981132075471698,1.0,0.7333333333333333,0.6933333333333334,0.953846153846154,RandomForest_90
VALE3,1.02,2020-11-26,0.7894736842105263,0.68,0.7530864197530864,0.9777777777777776,0.9433962264150944,1.0,0.7333333333333333,0.68,0.953846153846154,RandomForest_90
VALE3,1.02,2020-11-27,0.7333333333333333,0.7164179104477612,0.8857142857142857,0.9166666666666666,0.9615384615384616,1.0,0.7333333333333333,0.68,0.953846153846154,RandomForest_90
VALE3,1.02,2020-11-30,0.75,0.7454545454545455,0.7,1.0,0.9807692307692308,1.0,0.7333333333333333,0.68,0.7,RandomForest_60 | RandomForest_90
VALE3,1.02,2020-12-01,0.7192982456140351,0.6290322580645161,0.6888888888888889,1.0,1.0,1.0,0.7333333333333333,0.68,0.6888888888888889,RandomForest_60 | RandomForest_75 | RandomForest_90
VALE3,1.02,2020-12-02,0.7333333333333333,0.6938775510204082,0.6941176470588235,1.0,1.0,1.0,0.7333333333333333,0.68,0.9230769230769232,RandomForest_60 | RandomForest_75 | RandomForest_90
VALE3,1.02,2020-12-03,0.7555555555555555,0.6470588235294118,0.6666666666666666,0.9361702127659576,1.0,1.0,0.7333333333333333,0.68,0.9375,RandomForest_75 | RandomForest_90
